mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.24,"10 km NW of The Geysers, CA",1701128988560,1701129974473,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968791&format=geojson,,,,,automatic,0,1,nc,73968791,",nc73968791,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.000293,0.02,76.0,md,earthquake,"M 0.2 - 10 km NW of The Geysers, CA"
1.4,Central Alaska,1701127737348,1701127864586,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7sqyux,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7sqyux&format=geojson,,,,,automatic,0,30,ak,023f7sqyux,",ak023f7sqyux,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,M 1.4 - Central Alaska
0.48,"2 km NW of The Geysers, CA",1701126790420,1701481872277,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968781,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968781&format=geojson,,,,,reviewed,0,4,nc,73968781,",nc73968781,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.01338,0.02,83.0,md,earthquake,"M 0.5 - 2 km NW of The Geysers, CA"
2.27,,1701126717570,1701130769130,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73665127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73665127&format=geojson,,,,,reviewed,0,79,hv,73665127,",hv73665127,",",hv,",",origin,phase-data,",40.0,,0.14,101.0,ml,earthquake,M 2.3 - 
2.32,"73 km SW of Hawaiian Ocean View, Hawaii",1701126650600,1701132849040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73665122,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73665122&format=geojson,0.0,1.0,,,reviewed,0,83,hv,73665122,",hv73665122,us7000le7k,",",hv,us,",",dyfi,origin,phase-data,",38.0,,0.25,313.0,md,earthquake,"M 2.3 - 73 km SW of Hawaiian Ocean View, Hawaii"
4.9,South Sandwich Islands region,1701125723788,1701126661040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le7g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le7g&format=geojson,,,,,reviewed,0,369,us,7000le7g,",us7000le7g,",",us,",",origin,phase-data,",38.0,18.793,0.6,92.0,mb,earthquake,M 4.9 - South Sandwich Islands region
1.7,,1701125652963,1701125799142,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7sb0fk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7sb0fk&format=geojson,,,,,automatic,0,44,ak,023f7sb0fk,",ak023f7sb0fk,",",ak,",",origin,phase-data,",,,1.12,,ml,earthquake,M 1.7 - 
1.5,"13 km WNW of Four Mile Road, Alaska",1701125266594,1701126009693,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7s9l0h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7s9l0h&format=geojson,,,,,automatic,0,35,ak,023f7s9l0h,",ak023f7s9l0h,",",ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.5 - 13 km WNW of Four Mile Road, Alaska"
0.15,"39 km NNE of Amboy, Washington",1701125243320,1702068453410,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61974001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61974001&format=geojson,,,,,reviewed,0,0,uw,61974001,",uw61974001,",",uw,",",origin,phase-data,",15.0,0.008348,0.18,81.0,ml,earthquake,"M 0.2 - 39 km NNE of Amboy, Washington"
0.65,"7 km WNW of The Geysers, CA",1701123460410,1701126135115,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968756,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968756&format=geojson,,,,,automatic,0,6,nc,73968756,",nc73968756,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.00513,0.01,83.0,md,earthquake,"M 0.7 - 7 km WNW of The Geysers, CA"
-0.03,"38 km NNE of Amboy, Washington",1701123401410,1701207871030,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61973996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61973996&format=geojson,,,,,reviewed,0,0,uw,61973996,",uw61973996,",",uw,",",origin,phase-data,",9.0,0.02565,0.17,94.0,ml,earthquake,"M 0.0 - 38 km NNE of Amboy, Washington"
4.7,western Xizang,1701123346656,1701538123612,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le79,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le79&format=geojson,4.0,4.1,,,reviewed,0,341,us,7000le79,",us7000le79,",",us,",",dyfi,origin,phase-data,",62.0,1.147,0.55,90.0,mb,earthquake,M 4.7 - western Xizang
1.2,Southern Alaska,1701123239028,1701123384926,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7s2bmm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7s2bmm&format=geojson,,,,,automatic,0,22,ak,023f7s2bmm,",ak023f7s2bmm,",",ak,",",origin,phase-data,",,,0.15,,ml,earthquake,M 1.2 - Southern Alaska
1.26,"10 km NNE of Cabazon, CA",1701123238520,1701181704691,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718634,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718634&format=geojson,,,,,reviewed,0,24,ci,39718634,",ci39718634,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",45.0,0.05128,0.14,74.0,ml,earthquake,"M 1.3 - 10 km NNE of Cabazon, CA"
4.8,central Peru,1701123080261,1701124527040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le73,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le73&format=geojson,,,,,reviewed,0,354,us,7000le73,",us7000le73,",",us,",",origin,phase-data,",42.0,2.818,0.71,128.0,mb,earthquake,M 4.8 - central Peru
1.6,"56 km S of Whites City, New Mexico",1701122930960,1701124951898,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgpw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgpw&format=geojson,,,,,reviewed,0,39,tx,2023xgpw,",tx2023xgpw,",",tx,",",origin,phase-data,",12.0,0.0,0.1,70.0,ml(texnet),earthquake,"M 1.6 - 56 km S of Whites City, New Mexico"
1.03,"2 km NE of The Geysers, CA",1701122570010,1701123010782,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968751&format=geojson,,,,,automatic,0,16,nc,73968751,",nc73968751,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.008113,0.03,92.0,md,earthquake,"M 1.0 - 2 km NE of The Geysers, CA"
2.5,"62 km NNE of Petersville, Alaska",1701122278044,1701128145040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le6x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le6x&format=geojson,,,,,reviewed,0,96,us,7000le6x,",us7000le6x,",",us,",",origin,phase-data,",38.0,0.531,0.26,55.0,ml,earthquake,"M 2.5 - 62 km NNE of Petersville, Alaska"
1.06,"7 km WNW of Cobb, CA",1701122259780,1701125655067,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968746&format=geojson,,,,,automatic,0,17,nc,73968746,",nc73968746,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.007147,0.02,66.0,md,earthquake,"M 1.1 - 7 km WNW of Cobb, CA"
1.0,"2 km N of Reno, Nevada",1701121703542,1701131273247,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869381&format=geojson,,,,,reviewed,0,15,nn,00869381,",nn00869381,",",nn,",",origin,phase-data,",16.0,0.013,0.1408,80.26,ml,earthquake,"M 1.0 - 2 km N of Reno, Nevada"
6.5,"45 km E of Wewak, Papua New Guinea",1701121601934,1701208453980,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le6w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le6w&format=geojson,7.0,5.7,6.798,green,reviewed,1,654,us,7000le6w,",at00s4sxu2,us7000le6w,pt23331001,usauto7000le6w,",",at,us,pt,usauto,",",dyfi,ground-failure,impact-link,internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",157.0,3.495,0.6,23.0,mww,earthquake,"M 6.5 - 45 km E of Wewak, Papua New Guinea"
4.4,"85 km NNE of Tobelo, Indonesia",1701121297755,1701127128040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le6v,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le6v&format=geojson,,,,,reviewed,0,298,us,7000le6v,",us7000le6v,",",us,",",origin,phase-data,",25.0,1.919,0.66,111.0,mb,earthquake,"M 4.4 - 85 km NNE of Tobelo, Indonesia"
1.46,"40 km WSW of False Pass, Alaska",1701121225620,1701215900600,,https://earthquake.usgs.gov/earthquakes/eventpage/av91122668,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91122668&format=geojson,,,,,reviewed,0,33,av,91122668,",av91122668,",",av,",",origin,phase-data,",5.0,,0.23,128.0,ml,earthquake,"M 1.5 - 40 km WSW of False Pass, Alaska"
0.98,"14 km SE of Lincoln, Montana",1701120822630,1701184342940,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90034128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90034128&format=geojson,,,,,reviewed,0,15,mb,90034128,",mb90034128,",",mb,",",origin,phase-data,",10.0,0.05366,0.08,101.0,ml,earthquake,"M 1.0 - 14 km SE of Lincoln, Montana"
0.55,"12 km ESE of Anza, CA",1701120786960,1701123550906,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718618,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718618&format=geojson,1.0,1.0,,,reviewed,0,5,ci,39718618,",ci39718618,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",21.0,0.03216,0.13,113.0,ml,earthquake,"M 0.6 - 12 km ESE of Anza, CA"
1.06,"15 km WNW of Stanley, Idaho",1701120631080,1701126113470,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90034023,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90034023&format=geojson,,,,,reviewed,0,17,mb,90034023,",mb90034023,",",mb,",",origin,phase-data,",6.0,0.2642,0.06,126.0,ml,earthquake,"M 1.1 - 15 km WNW of Stanley, Idaho"
0.4,,1701120615723,1701215229870,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7rkfus,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7rkfus&format=geojson,,,,,automatic,0,2,ak,023f7rkfus,",av92134926,ak023f7rkfus,",",av,ak,",",origin,phase-data,",,,1.2,,ml,earthquake,M 0.4 - 
0.12,,1701120381480,1701214716750,,https://earthquake.usgs.gov/earthquakes/eventpage/av92134911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92134911&format=geojson,,,,,reviewed,0,0,av,92134911,",av92134911,",",av,",",origin,phase-data,",7.0,,0.08,193.0,ml,earthquake,M 0.1 - 
1.71000004,"16 km NE of Pāhala, Hawaii",1701120009100,1701120194960,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73665032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73665032&format=geojson,,,,,automatic,0,45,hv,73665032,",hv73665032,",",hv,",",origin,phase-data,",18.0,,0.370000005,134.0,md,earthquake,"M 1.7 - 16 km NE of Pāhala, Hawaii"
1.21,"18 km N of Pine Mountain Club, CA",1701119942440,1701216584924,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718610,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718610&format=geojson,,,,,reviewed,0,23,ci,39718610,",ci39718610,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.1638,0.2,74.0,ml,earthquake,"M 1.2 - 18 km N of Pine Mountain Club, CA"
0.76,"7 km WNW of The Geysers, CA",1701119322280,1701121754658,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968711&format=geojson,,,,,automatic,0,9,nc,73968711,",nc73968711,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.008313,0.02,70.0,md,earthquake,"M 0.8 - 7 km WNW of The Geysers, CA"
0.96,"7 km WNW of The Geysers, CA",1701119307560,1701121154591,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968706&format=geojson,,,,,automatic,0,14,nc,73968706,",nc73968706,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.003208,0.02,103.0,md,earthquake,"M 1.0 - 7 km WNW of The Geysers, CA"
2.36,"14 km NE of Pāhala, Hawaii",1701119297060,1701121259870,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73665012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73665012&format=geojson,,,,,reviewed,0,86,hv,73665012,",hv73665012,",",hv,",",origin,phase-data,",37.0,,0.14,96.0,ml,earthquake,"M 2.4 - 14 km NE of Pāhala, Hawaii"
4.4,"Antofagasta-Atacama border region, Chile",1701118974153,1701126122040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le6h,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le6h&format=geojson,,,,,reviewed,0,298,us,7000le6h,",us7000le6h,",",us,",",origin,phase-data,",22.0,0.546,0.91,88.0,mb,earthquake,"M 4.4 - Antofagasta-Atacama border region, Chile"
0.16,"2 km NW of The Geysers, CA",1701118745720,1701201130778,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968696&format=geojson,,,,,reviewed,0,0,nc,73968696,",nc73968696,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01434,0.02,80.0,md,earthquake,"M 0.2 - 2 km NW of The Geysers, CA"
1.7,"1 km WNW of Chico, Washington",1701118545490,1701206326250,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61973981,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61973981&format=geojson,,,,,reviewed,0,44,uw,61973981,",uw61973981,",",uw,",",origin,phase-data,",22.0,0.06804,0.19,45.0,ml,earthquake,"M 1.7 - 1 km WNW of Chico, Washington"
0.11,"Fox Islands, Aleutian Islands, Alaska",1701118378150,1701215538890,,https://earthquake.usgs.gov/earthquakes/eventpage/av91122663,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91122663&format=geojson,,,,,reviewed,0,0,av,91122663,",av91122663,",",av,",",origin,phase-data,",6.0,,0.18,172.0,ml,earthquake,"M 0.1 - Fox Islands, Aleutian Islands, Alaska"
2.54,"Island of Hawaii, Hawaii",1701117960620,1701705858040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73664987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73664987&format=geojson,,,,,reviewed,0,99,hv,73664987,",us7000le6d,hv73664987,",",us,hv,",",origin,phase-data,",45.0,,0.13,104.0,ml,earthquake,"M 2.5 - Island of Hawaii, Hawaii"
4.6,"33 km S of Arai, Japan",1701117322535,1701705650040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le6c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le6c&format=geojson,,,,,reviewed,0,326,us,7000le6c,",us7000le6c,",",us,",",origin,phase-data,",106.0,0.585,0.68,63.0,mb,earthquake,"M 4.6 - 33 km S of Arai, Japan"
1.09,"9 km NE of Orcas, Washington",1701117135410,1701206813260,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61973976,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61973976&format=geojson,,,,,reviewed,0,18,uw,61973976,",uw61973976,",",uw,",",origin,phase-data,",7.0,0.03129,0.1,104.0,ml,earthquake,"M 1.1 - 9 km NE of Orcas, Washington"
1.69,"10 km SSE of Kettleman City, CA",1701116857240,1701131235608,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968681,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968681&format=geojson,,,,,reviewed,0,44,nc,73968681,",nc73968681,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.2517,0.17,120.0,md,earthquake,"M 1.7 - 10 km SSE of Kettleman City, CA"
4.6,,1701116426757,1701705367040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000le69,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000le69&format=geojson,,,,,reviewed,0,326,us,7000le69,",us7000le69,",",us,",",origin,phase-data,",96.0,7.08,0.71,83.0,mb,earthquake,M 4.6 - 
0.5,"47 km WNW of Indian Springs, Nevada",1701115358736,1701130315698,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00869360,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00869360&format=geojson,,,,,reviewed,0,4,nn,00869360,",nn00869360,",",nn,",",origin,phase-data,",23.0,0.028,0.1332,44.98,ml,earthquake,"M 0.5 - 47 km WNW of Indian Springs, Nevada"
2.01,,1701115342130,1701185701570,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90034003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90034003&format=geojson,,,,,reviewed,0,62,mb,90034003,",mb90034003,",",mb,",",origin,phase-data,",15.0,0.06348,0.05,125.0,ml,quarry blast,M 2.0 Quarry Blast - 
0.74,"9 km NW of The Geysers, CA",1701114904730,1701115450979,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968661&format=geojson,,,,,automatic,0,8,nc,73968661,",nc73968661,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.003585,0.05,68.0,md,earthquake,"M 0.7 - 9 km NW of The Geysers, CA"
1.45,"2 km ENE of Aromas, CA",1701114286320,1701478350713,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968646,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968646&format=geojson,,,,,reviewed,0,32,nc,73968646,",nc73968646,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.0275,0.1,76.0,md,quarry blast,"M 1.5 Quarry Blast - 2 km ENE of Aromas, CA"
1.29,Oklahoma,1701114113630,1701187184816,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023xgla,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023xgla&format=geojson,,,,,reviewed,0,26,ok,2023xgla,",ok2023xgla,",",ok,",",origin,phase-data,",30.0,0.1808645082,0.58,133.0,ml,quarry blast,M 1.3 Quarry Blast - Oklahoma
4.1,"Tarapaca-Antofagasta border region, Chile",1701113888917,1701704935040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lr3x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lr3x&format=geojson,,,,,reviewed,0,259,us,6000lr3x,",us6000lr3x,",",us,",",origin,phase-data,",23.0,0.5,1.1,52.0,mb,earthquake,"M 4.1 - Tarapaca-Antofagasta border region, Chile"
1.9,"66 km NNE of Petersville, Alaska",1701113253301,1701113382856,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023f7qcyuq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023f7qcyuq&format=geojson,,,,,automatic,0,56,ak,023f7qcyuq,",ak023f7qcyuq,",",ak,",",origin,phase-data,",,,0.34,,ml,earthquake,"M 1.9 - 66 km NNE of Petersville, Alaska"
2.75,"1 km ESE of Yauco, Puerto Rico",1701113144550,1701114287360,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71432443,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71432443&format=geojson,,,,,reviewed,0,116,pr,71432443,",pr71432443,",",pr,",",origin,phase-data,",5.0,0.06729,0.24,137.0,md,earthquake,"M 2.8 - 1 km ESE of Yauco, Puerto Rico"
2.54,,1701112714210,1701113374320,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71432428,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71432428&format=geojson,,,,,reviewed,0,99,pr,71432428,",pr71432428,",",pr,",",origin,phase-data,",17.0,0.0945,0.1,175.0,md,earthquake,M 2.5 - 
1.32,"11 km SW of Toms Place, CA",1701112410380,1701169213439,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968621&format=geojson,,,,,reviewed,0,27,nc,73968621,",nc73968621,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.06977,0.05,144.0,md,earthquake,"M 1.3 - 11 km SW of Toms Place, CA"
2.3,,1701112404364,1701129131440,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgkb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgkb&format=geojson,,,,,reviewed,0,81,tx,2023xgkb,",tx2023xgkb,",",tx,",",origin,phase-data,",23.0,0.0,0.3,55.0,ml(texnet),earthquake,M 2.3 - 
0.87,"2 km WNW of Anderson Springs, CA",1701112381060,1701113953832,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968616&format=geojson,,,,,automatic,0,12,nc,73968616,",nc73968616,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.016,0.01,99.0,md,earthquake,"M 0.9 - 2 km WNW of Anderson Springs, CA"
1.85,"10 km WSW of Toms Place, CA",1701112357070,1701167720286,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968611&format=geojson,1.0,2.2,,,reviewed,0,53,nc,73968611,",nc73968611,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.06015,0.04,165.0,md,earthquake,"M 1.9 - 10 km WSW of Toms Place, CA"
2.5,western Texas,1701112025436,1701124277838,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgjw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgjw&format=geojson,,,,,reviewed,0,96,tx,2023xgjw,",tx2023xgjw,",",tx,",",origin,phase-data,",15.0,0.0,0.2,66.0,ml(texnet),earthquake,M 2.5 - western Texas
2.8,"54 km S of Whites City, New Mexico",1701111953786,1701703720040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgju,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgju&format=geojson,,,,,reviewed,0,121,tx,2023xgju,",us6000lr3n,tx2023xgju,",",us,tx,",",origin,phase-data,",29.0,0.0,0.2,71.0,ml(texnet),earthquake,"M 2.8 - 54 km S of Whites City, New Mexico"
1.92999995,"7 km SSW of Pāhala, Hawaii",1701111601690,1701111788440,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73664907,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73664907&format=geojson,,,,,automatic,0,57,hv,73664907,",hv73664907,",",hv,",",origin,phase-data,",37.0,,0.140000001,149.0,md,earthquake,"M 1.9 - 7 km SSW of Pāhala, Hawaii"
0.94,"4 km S of Idyllwild, CA",1701111313230,1701994817207,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718546&format=geojson,,,,,reviewed,0,14,ci,39718546,",ci39718546,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.006342,0.1,87.0,ml,earthquake,"M 0.9 - 4 km S of Idyllwild, CA"
4.1,,1701111303426,1701703161040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf4g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf4g&format=geojson,,,,,reviewed,0,259,us,7000lf4g,",us7000lf4g,",",us,",",origin,phase-data,",12.0,6.595,0.48,152.0,mb,earthquake,M 4.1 - 
0.48,"12 km E of Anza, CA",1701110779120,1701994602055,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718538,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718538&format=geojson,,,,,reviewed,0,4,ci,39718538,",ci39718538,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.02481,0.11,136.0,ml,earthquake,"M 0.5 - 12 km E of Anza, CA"
1.29,"6 km SSE of Home Gardens, CA",1701110511090,1701380655141,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718530,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718530&format=geojson,,,,,reviewed,0,26,ci,39718530,",ci39718530,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.03639,0.26,65.0,ml,quarry blast,"M 1.3 Quarry Blast - 6 km SSE of Home Gardens, CA"
1.19,"8 km NNE of Borrego Springs, CA",1701110500260,1701379643290,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39718522,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39718522&format=geojson,,,,,reviewed,0,22,ci,39718522,",ci39718522,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",50.0,0.02092,0.2,48.0,ml,earthquake,"M 1.2 - 8 km NNE of Borrego Springs, CA"
0.07,,1701109937830,1701207246500,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61973951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61973951&format=geojson,,,,,reviewed,0,0,uw,61973951,",uw61973951,",",uw,",",origin,phase-data,",17.0,0.02393,0.07,74.0,ml,earthquake,M 0.1 - 
1.7,western Texas,1701109870956,1701124052854,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgir&format=geojson,,,,,reviewed,0,44,tx,2023xgir,",tx2023xgir,",",tx,",",origin,phase-data,",22.0,0.1,0.1,55.0,ml(texnet),earthquake,M 1.7 - western Texas
2.0,western Texas,1701109191704,1701125274936,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023xgih,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023xgih&format=geojson,,,,,reviewed,0,62,tx,2023xgih,",tx2023xgih,",",tx,",",origin,phase-data,",21.0,0.0,0.2,85.0,ml(texnet),earthquake,M 2.0 - western Texas
1.52,"29 km SE of Waikoloa, Hawaii",1701109118450,1701116875310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73664872,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73664872&format=geojson,,,,,reviewed,0,36,hv,73664872,",hv73664872,",",hv,",",origin,phase-data,",18.0,,0.12,158.0,md,earthquake,"M 1.5 - 29 km SE of Waikoloa, Hawaii"
1.17,"10 km WNW of The Geysers, CA",1701108810740,1701518773801,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73968581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73968581&format=geojson,,,,,reviewed,0,21,nc,73968581,",nc73968581,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.003053,0.04,59.0,md,earthquake,"M 1.2 - 10 km WNW of The Geysers, CA"
